Accession,Species,Notes,State,Cleaned to 50𝜇l,Qubit reading 1 (ng/uL),Qubit reading 2 (ng/uL),Qubit average,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of HPLC water to add,Normalized (Letter/# for rack for yes),Library made,Note,Old Qubit 1 ,Old Qubit 2,Collector,Collector number,Locality,County,State,Country,Latitude,Longitude,Source,GPS source,Verbatim latitude,Verbatim longitude
A49-8,Heuchera americana var. hirsuticaulis,,AR,,10.5,10.3,10.4,1279.2,48.07692308,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-9,Heuchera americana var. hirsuticaulis,,AR,,13,12.6,12.8,1574.4,39.0625,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-10,Heuchera americana var. hirsuticaulis,,AR,,15,14.7,14.85,1826.55,33.67003367,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-11,Heuchera americana var. hirsuticaulis,,AR,,17,16.6,16.8,2066.4,29.76190476,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-12,Heuchera americana var. hirsuticaulis,,AR,,14,14,14,1722,35.71428571,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A28-1,Heuchera americana var. calycosa ,,MS,,6.96,7.01,6.985,859.155,71.58196135,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-2,Heuchera americana var. calycosa ,,MS,,6.34,6.35,6.345,780.435,78.80220646,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-3,Heuchera americana var. calycosa ,,MS,,7.94,8.03,7.985,982.155,62.61740764,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-4,Heuchera americana var. calycosa ,,MS,,6.84,6.81,6.825,839.475,73.26007326,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-6,Heuchera americana var. calycosa ,,MS,yes,24.3,23.9,24.1,1156.8,20.74688797,4.253112033,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-7,Heuchera americana var. calycosa ,,MS,yes,19.1,18.5,18.8,902.4,26.59574468,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-8,Heuchera americana var. calycosa ,,MS,,10.8,10.3,10.55,1297.65,47.39336493,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A28-9,Heuchera americana var. calycosa ,,MS,,6.97,6.83,6.9,848.7,72.46376812,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,,
A29-1,Heuchera americana var. calycosa ,,MS,yes,27.1,26.2,26.65,1279.2,18.76172608,6.238273921,1,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-2,Heuchera americana var. calycosa ,,MS,yes,19.4,18.8,19.1,916.8,26.17801047,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-3,Heuchera americana var. calycosa ,,MS,,10.3,10.3,10.3,1266.9,48.54368932,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-4,Heuchera americana var. calycosa ,,MS,yes,15.6,15.5,15.55,746.4,32.15434084,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-5,Heuchera americana var. calycosa ,,MS,yes,7.22,6.91,7.065,339.12,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-6,Heuchera americana var. calycosa ,,MS,yes,5.49,5.29,5.39,258.72,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-7,Heuchera americana var. calycosa ,,MS,yes,17.9,16.8,17.35,832.8,28.8184438,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.9294925,-88.191126,,,,
A29-9,Heuchera americana var. calycosa ,,MS,yes,11.2,10.8,11,528,45.45454545,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.9294925,-88.191126,,,,
A30-2,Heuchera villosa var. macrorhiza ,,MS,yes,3.17,3.08,3.125,150,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.930459,-88.189257,,,,
A30-9,Heuchera villosa var. macrorhiza ,,MS,yes,3.04,2.9,2.97,142.56,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.930459,-88.189257,,,,
A31,Heuchera americana var. hirsuticaulis ,,MS,yes,2.53,2.34,2.435,116.88,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,34.408321,-89.836198,,,,
A32-1,Heuchera americana var. hirsuticaulis ,,TN,yes,24.6,24.2,24.4,1171.2,20.49180328,4.508196721,2,,,,,,,,,,,35.380564,-88.832925,,,,
A32-3,Heuchera americana var. hirsuticaulis ,,TN,yes,6.69,6.29,6.49,311.52,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.380564,-88.832925,,,,
A32-4,Heuchera americana var. hirsuticaulis ,,TN,yes,5.43,5.04,5.235,251.28,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.380564,-88.832925,,,,
A32-7,Heuchera americana var. hirsuticaulis ,,TN,yes,4.63,4.44,4.535,217.68,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.380564,-88.832925,,,,
A32-8,Heuchera americana var. hirsuticaulis ,,TN,yes,5.9,5.58,5.74,275.52,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.380564,-88.832925,,,,
A32-9,Heuchera americana var. hirsuticaulis ,,TN,yes,6.46,6.18,6.32,303.36,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.380564,-88.832925,,,,
A32-10,Heuchera americana var. hirsuticaulis ,,TN,yes,8.78,8.43,8.605,413.04,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.380564,-88.832925,,,,
A33-1,Heuchera americana var. c.f. calycosa,,TN,yes,1.91,1.71,1.81,86.88,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.036792,-87.415364,,,,
A33-3,Heuchera americana var. c.f. calycosa,,TN,yes,5.54,6.13,5.835,280.08,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.036792,-87.415364,,,,
A33-4,Heuchera americana var. c.f. calycosa,,TN,yes,29.1,28.2,28.65,1375.2,17.45200698,7.547993019,2,,,,,,,,,,,36.036792,-87.415364,,,,
A33-5,Heuchera americana var. c.f. calycosa,,TN,yes,13.6,12.9,13.25,636,37.73584906,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.036792,-87.415364,,,,
A33-6,Heuchera americana var. c.f. calycosa,,TN,yes,11.1,10.9,11,528,45.45454545,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.036792,-87.415364,,,,
A34-1,Heuchera americana,,TN,yes,21.7,21,21.35,1024.8,23.41920375,1.580796253,2,,,,,,,,,,,36.036792,-87.328511,,,,
A34-2,Heuchera americana,,TN,yes,14,13.5,13.75,660,36.36363636,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.036792,-87.328511,,,,
A42-1,Heuchera richardsonii,,MO,yes,26.1,25.2,25.65,1231.2,19.49317739,5.506822612,2,,Flowers look like hirsuticaulis,,,,,,,,,38.454586,-90.6237,,,"38°27'16.51"" N","90°37'25.32"" W"
A42-2,Heuchera richardsonii,,MO,yes,21.8,20.8,21.3,1022.4,23.4741784,1.525821596,2,,Flowers look like hirsuticaulis,,,,,,,,,38.454586,-90.6237,,,,
A42-3,Heuchera richardsonii,,MO,yes,28,27.3,27.65,1327.2,18.08318264,6.91681736,2,,Flowers look like hirsuticaulis,,,,,,,,,38.454586,-90.6237,,,,
A42-4,Heuchera richardsonii,,MO,yes,44.8,42.3,43.55,2090.4,11.48105626,13.51894374,2,,Flowers look like hirsuticaulis,,,,,,,,,38.454586,-90.6237,,,,
A43-1,Heuchera richardsonii,,IL,yes,75.2,72.3,73.75,3540,6.779661017,18.22033898,2,,Flowers look like hirsuticaulis,,,,,,,,,38.630683,-90.265731,,,"38°37'50.46"" N","90°15'56.63"" W"
A43-2,Heuchera richardsonii,,IL,yes,38.7,37.2,37.95,1821.6,13.17523057,11.82476943,2,,Flowers look like hirsuticaulis,,,,,,,,,38.630683,-90.265731,,,,
A43-3,Heuchera richardsonii,,IL,yes,40.9,39.2,40.05,1922.4,12.48439451,12.51560549,2,,Flowers look like hirsuticaulis,,,,,,,,,38.630683,-90.265731,,,,
A44-1,Heuchera richardsonii,,MO,yes,18.3,17.5,17.9,859.2,27.93296089,Vacuum centrifuge then add 25 uL,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,"38°49'49.33"" N","92°17'2.30"" W"
A44-2,Heuchera richardsonii,,MO,yes,24.4,23.5,23.95,1149.6,20.87682672,4.123173278,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-3,Heuchera richardsonii,,MO,yes,12.9,12.3,12.6,604.8,39.68253968,Vacuum centrifuge then add 25 uL,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-4,Heuchera richardsonii,,MO,yes,34.9,33.7,34.3,1646.4,14.57725948,10.42274052,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-5,Heuchera richardsonii,,MO,yes,16.6,16.1,16.35,784.8,30.58103976,Vacuum centrifuge then add 25 uL,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-6,Heuchera richardsonii,,MO,yes,32.7,31.6,32.15,1543.2,15.55209953,9.447900467,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-7,Heuchera richardsonii,,MO,yes,14.4,14,14.2,681.6,35.21126761,Vacuum centrifuge then add 25 uL,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-8,Heuchera richardsonii,,MO,yes,14.5,14,14.25,684,35.0877193,Vacuum centrifuge then add 25 uL,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-9,Heuchera richardsonii,,MO,yes,8.51,8.1,8.305,398.64,Use whole sample,Vacuum centrifuge then add 25 uL,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A44-10,Heuchera richardsonii,,MO,yes,21.8,21,21.4,1027.2,23.36448598,1.635514019,2,,Flowers look like hirsuticaulis ,,,,,,,,,38.830369,-92.283972,,,,
A45-1,Heuchera americana var. hirsuticaulis,,AR,yes,7.76,7.42,7.59,364.32,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.065467,-94.13855,,,"36° 3'55.68"" N","94° 8'18.78"" W"
A45-5,Heuchera americana var. hirsuticaulis,,AR,yes,20,19.3,19.65,943.2,25.44529262,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,36.065467,-94.13855,,,,
A45-6,Heuchera americana var. hirsuticaulis,,AR,yes,26.9,26.1,26.5,1272,18.86792453,6.132075472,2,,,,,,,,,,,36.065467,-94.13855,,,,
A45-7,Heuchera americana var. hirsuticaulis,,AR,yes,22.6,22.2,22.4,1075.2,22.32142857,2.678571429,2,,,,,,,,,,,36.065467,-94.13855,,,,
A46-1,Heuchera americana var. hirsuticaulis,,AR,yes,14.7,14.2,14.45,693.6,34.60207612,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.994786,-94.132508,,,"35°59'41.23"" N","94° 7'57.03"" W"
A46-2,Heuchera americana var. hirsuticaulis,,AR,yes,5.71,5.37,5.54,265.92,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.994786,-94.132508,,,,
A46-3,Heuchera americana var. hirsuticaulis,,AR,yes,26.6,25.6,26.1,1252.8,19.15708812,5.842911877,2,,,,,,,,,,,35.994786,-94.132508,,,,
A46-4,Heuchera americana var. hirsuticaulis,,AR,yes,6.6,6.29,6.445,309.36,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.994786,-94.132508,,,,
A46-5,Heuchera americana var. hirsuticaulis,,AR,yes,8.88,8.25,8.565,411.12,Use whole sample,Vacuum centrifuge then add 25 uL,2,,,,,,,,,,,35.994786,-94.132508,,,,
A46-6,Heuchera americana var. hirsuticaulis,,AR,yes,35.4,34.5,34.95,1677.6,14.30615165,10.69384835,,,,,,,,,,,,35.994786,-94.132508,,,,
A46-8,Heuchera americana var. hirsuticaulis,,AR,yes,18,17.2,17.6,844.8,28.40909091,Vacuum centrifuge then add 25 uL,,,,,,,,,,,,35.994786,-94.132508,,,,
A46-9,Heuchera americana var. hirsuticaulis,,AR,yes,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,Need to redo. did not add TE to cleaning column,,,,,,,,,35.994786,-94.132508,,,,
A47-1,Heuchera americana var. hirsuticaulis,,AR,yes,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,Need to redo. did not add TE to cleaning column,,,,,,,,,35.996722,-94.129067,,,,
A47-3,Heuchera americana var. hirsuticaulis,,AR,yes,4.38,4.24,4.31,206.88,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,,,,,,,35.996722,-94.129067,,,"35°59'48.20"" N","94° 7'44.64"" W"
A47-4,Heuchera americana var. hirsuticaulis,,AR,yes,7.54,7.35,7.445,357.36,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,,,,,,,35.996722,-94.129067,,,,
A49-3,Heuchera americana var. hirsuticaulis,,AR,yes,4.64,4.49,4.565,219.12,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,,,,,,,35.074283,-92.538006,,,,
rf78,Sedum polytrichoides ssp. yabeanum,,,Yes,2.75,2.67,2.71,333.33,Use whole sample,,,,,,,,,,,,,,,,,,
rf26,Sedum filipes,,,Yes,4.84,4.78,4.81,591.63,103.950104,,,,,,,,,,,,,,,,,,
rf58,Chrysosplenium henryi,Submitted and sequenced well,,Yes,15.6,15.6,15.6,1918.8,32.05128205,,,,,,,,,,,,,,,,,,
rf88,Saxifraga llonakensis,,,Yes,6.04,5.99,6.015,739.845,83.12551953,,,,,,,,,,,,,,,,,,
rf100,Saxifraga excellens,,,Yes,19.8,19.7,19.75,2429.25,25.3164557,,,,,,,,,,,,,,,,,,
rf103,Kalanchoe deficiens,,,Yes,3.21,3.15,3.18,391.14,Use whole sample,,,,,,,,,,,,,,,,,,
rf174,Crassula alticola,,,Yes,3.41,3.25,3.33,409.59,Use whole sample,,,,,,,,,,,,,,,,,,
rf179,Crassula granvickii,,,Yes,3.34,3.25,3.295,405.285,Use whole sample,,,,,,,,,,,,,,,,,,
rf191,Daphniphyllum glaucescens,,,Yes,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,
rf245,Crassula flava,,,Yes,1.27,1.28,1.275,156.825,Use whole sample,,,,,,,,,,,,,,,,,,
rf257,Saxifraga amabilis,,,Yes,3.99,3.9,3.945,485.235,Use whole sample,,,,,,,,,,,,,,,,,,
rf279,Saxifraga congestiflora,,,Yes,11.3,11.1,11.2,1377.6,44.64285714,,,,,,,,,,,,,,,,,,
rf293,Glischrocaryon behrii,,,Yes,15.2,14.3,14.75,1814.25,33.89830508,,,,,,,,,,,,,,,,,,
rf302,Tylecodon singularis,,,Yes,3.18,2.87,3.025,372.075,Use whole sample,,,,,,,,,,,,,,,,,,
rf348,Adromischus schuldtianus,,,Yes,7.45,7.28,7.365,905.895,67.88866259,,,,,,,,,,,,,,,,,,
rf355,Cotyledon orbiculata,,,Yes,2.49,2.23,2.36,290.28,Use whole sample,,,,,,,,,,,,,,,,,,
rf356,Cotyledon barbeyi,,,Yes,10.3,9.83,10.065,1237.995,49.67709886,,,,,,,,,,,,,,,,,,
rf390,Crassula dichotoma,,,Yes,6.4,6.46,6.43,790.89,77.76049767,,,,,,,,,,,,,,,,,,
rf453,Saxifraga hookeri,,,Yes,7.2,7.14,7.17,881.91,69.73500697,,,,,,,,,,,,,,,,,,
rf496,Saxifraga fusca ssp. kikubuki,,,Yes,4.64,4.54,4.59,564.57,108.9324619,,,,,,,,,,,,,,,,,,
rf736,Aichryson laxum,,,,15.7,15.1,15.4,1894.2,32.46753247,,,,,,,Mort,1541,,,,,,,MISSA,MISSA008830,,
rf737,Echeveria semivestita var semivestita,,,,1.48,1.41,1.445,177.735,Use whole sample,,,,,,,Fishbein,5156,,,,,,,MISSA,MISSA008833,,
rf738,Sedum pulchellum,,,,12.2,11.9,12.05,1482.15,41.49377593,,,,,,,Fishbein,5084,,,,,,,MISSA,MISSA008837,,
rf739,Sedum ternatum,,,,16.8,17.5,17.15,2109.45,29.15451895,,,,,,,Demaree,69485,,,,,,,MISSA,MISSA008840,,
rf740,Crassula connata,,,,12.6,14.3,13.45,1654.35,37.17472119,,,,,,,Fishbein,4496,,,,,,,MISSA,MISSA008856,,
rf741,Liquidambar styraciflua,,,,9.11,9.5,9.305,1144.515,53.73455132,,,,,,,Fishbein,5158,,,,,,,MISSA,MISSA001836,,
rf742,Myriophyllum aquaticum,,,,1.33,1.51,1.42,174.66,Use whole sample,,,,,,,Pence,18,,,,,,,MISSA,MISSA033242,,
rf743,Myriophyllum spicatum,,,,4.15,3.95,4.05,498.15,Use whole sample,,,,,,,Bryson,20451,,,,,,,MISSA,MISSA034166,,
rf744,Myriophyllum sibiricum,,,,35.8,37.1,36.45,4483.35,13.71742112,,,,,,,Loescher,s.n.,,,,,,,MISSA,MISSA015332,,
rf745,Prosperpinaca palustris,,,,6.22,6.24,6.23,766.29,80.25682183,,,,,,,Majure,1360,,,,,,,MISSA,MISSA029768,,
rf746,Ribes echinellum,,,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Godfrey,56238,,,,,,,MISSA,MISSA015223,,
rf747,Ribes lobbii,,,,8.97,11.5,10.235,1258.905,48.85197851,,,,,,,Grable,4024,,,,,,,MISSA,MISSA015304,,
rf748,Itea virginica,,,,2.12,1.89,2.005,246.615,Use whole sample,,,,,,,Fishbein,4755,,,,,,,MISSA,MISSA014520,,
rf749,Paeonia brownii,,,,19.2,17.7,18.45,2269.35,27.100271,,,,,,,Haralson,53,,,,,,,MISSA,MISSA018935,,
rf750,Sullivantia sullivantii,,,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Oble,s.n.,,,,,,,MISSA,MISSA027670,,
rf751,Penthorum sedoides,,,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Majure,3547,,,,,,,MISSA,MISSA031058,,
rf752,Saxifraga hederaefolia,,,,3.07,3.09,3.08,378.84,Use whole sample,,,,,,,Ode Wilde,9169,,,,,,,MO,,,
rf753,Saxifraga aristulata,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Miyamoto,95 96243,,,,,,,NHM 2015,,,
rf754,Sedum filipes,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Ohba,8331273,,,,,,,NHM 2015,,,
rf755,Cynomorium coccineum,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Collenette,4759,,,,,,,RBGE 2016,E00368135,,
rf756,Cynomorium coccineum,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,Abdullah,MTA581,,,,,,,RBGE 2016,E00678710,,
rf757,Cynomorium coccineum,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,McLeish,1641,,,,,,,RBGE 2016,E00121967,,
rf275,Saxifraga signata,Submitted and sequenced poorly,,,3.43,3.49,3.46,425.58,Use whole sample,,,,,,,,,,,,,,,,,,
rf307,Chrysosplenium macrophyllum,,,,3.83,3.97,3.9,479.7,Use whole sample,,,,,,,,,,,,,,,,,,
rf755,Cynomorium coccineum,Submitted and sequenced poorly,,,38.3,38.4,38.35,4717.05,13.03780965,,,,,,,,,,,,,,,,,,
rf756,Cynomorium coccineum,Submitted and sequenced poorly,,,160,162,161,19803,3.105590062,,,,,,,,,,,,,,,,,,
rf757,Cynomorium coccineum,Submitted and sequenced poorly,,,182,183,182.5,22447.5,2.739726027,,,,,,,,,,,,,,,,,,
rf426,Sedum multicaule,Submitted and sequenced poorly,,,2.99,3.08,3.035,373.305,Use whole sample,,,,,,,,,,,,,,,,,,
rf441,Hylotelephium erythrostichum,Submitted and sequenced poorly,,,1.78,1.84,1.81,222.63,Use whole sample,,,,,,,,,,,,,,,,,,
rf497,Saxifraga pseudopallida,Submitted and sequenced poorly,,,6.01,6.15,6.08,747.84,82.23684211,,,,,,,,,,,,,,,,,,
rf506,Soyauxia gabonensis,Submitted and sequenced poorly,,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,
rf16,Saxifraga aristulata,Submitted and sequenced well,,,2.14,3.97,3.055,375.765,Use whole sample,,,,,,,,,,,,,,,,,,
rf38,Sedum rosulatum,Submitted and sequenced well,,,1.22,2.16,1.69,207.87,Use whole sample,,,,,,,,,,,,,,,,,,
rf66,Itea riparia,Submitted and sequenced poorly,,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,
rf72,Kalanchoe integra,Submitted and sequenced poorly,,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,
rf77,Sedum oishii,Submitted and sequenced ok,,,--,1.08,1.08,132.84,Use whole sample,,,,,,,,,,,,,,,,,,
rf79,Rhodiola elongata,Submitted and sequenced well,,,1.6,1.63,1.615,198.645,Use whole sample,,,,,,,,,,,,,,,,,,
rf83,Saxifraga engleriana,Submitted and sequenced well,,,8.3,8.58,8.44,1038.12,59.24170616,,,,,,,,,,,,,,,,,,
rf90,Saxifraga bergenoides,Submitted and sequenced well,,,13.8,14.8,14.3,1758.9,34.96503497,,,,,,,,,,,,,,,,,,
rf91,Saxifraga nutans,Submitted and sequenced well,,,16.7,17.1,16.9,2078.7,29.58579882,,,,,,,,,,,,,,,,,,
rf92,Saxifraga parva,Submitted and sequenced well,,,5.68,6.11,5.895,725.085,84.81764207,,,,,,,,,,,,,,,,,,
rf94,Saxifraga sikkimensis,Submitted and sequenced well,,,22.1,22.9,22.5,2767.5,22.22222222,,,,,,,,,,,,,,,,,,
rf96,Saxifraga stenophylla,Submitted and sequenced well,,,7.02,7.42,7.22,888.06,69.25207756,,,,,,,,,,,,,,,,,,
rf97,Saxifraga jacquemontiana,Submitted and sequenced well,,,8.89,8.91,8.9,1094.7,56.17977528,,,,,,,,,,,,,,,,,,
rf100,Saxifraga excellens,Submitted and sequenced well,,,45.9,49,47.45,5836.35,10.5374078,,,,,,,,,,,,,,,,,,
rf101,Saxifraga glabricaulis,Submitted and sequenced well,,,16.2,18,17.1,2103.3,29.23976608,,,,,,,,,,,,,,,,,,
rf104,Kalanchoe alternans,Submitted and sequenced well,,,5.5,8.62,7.06,868.38,70.82152975,,,,,,,,,,,,,,,,,,
rf105,Kalanchoe lanceolata (yemensis?),Submitted and sequenced well,,,--,1.2,1.2,147.6,Use whole sample,,,,,,,,,,,,,,,,,,
rf106,Kalanchoe velutina,Submitted and sequenced well,,,--,1.19,1.19,146.37,Use whole sample,,,,,,,,,,,,,,,,,,
rf107,Kalanchoe flammea,Submitted and sequenced well,,,1.32,2.44,1.88,231.24,Use whole sample,,,,,,,,,,,,,,,,,,
rf108,Kalanchoe bentii,Submitted and sequenced poorly,,,2.87,4.03,3.45,424.35,Use whole sample,,,,,,,,,,,,,,,,,,
rf138,Rosularia libanotica,Submitted and sequenced poorly,,,--,1.59,1.59,195.57,Use whole sample,,,,,,,,,,,,,,,,,,
rf156,Saxifraga afghanica,Submitted and sequenced poorly,,,14.7,21.9,18.3,2250.9,27.32240437,,,,,,,,,,,,,,,,,,
rf178,Crassula globularioides,Submitted and sequenced poorly,,,10,14.7,12.35,1519.05,40.48582996,,,,,,,,,,,,,,,,,,
rf753,Saxifraga aristulata,Submitted and sequenced poorly,,,6.02,8.44,7.23,889.29,69.15629322,,,,,,,,,,,,,,,,,,
rf754,Sedum filipes,Submitted and sequenced poorly,,,1.99,3.36,2.675,329.025,Use whole sample,,,,,,,,,,,,,,,,,,
A50-1,Heuchera caroliniana,,SC,,12.5,12.7,12.6,1549.8,39.68253968,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-2,Heuchera caroliniana,,SC,,18.8,19,18.9,2324.7,26.45502646,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-3,Heuchera caroliniana,,SC,,101,98.4,99.7,12263.1,5.015045135,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-4,Heuchera caroliniana,,SC,,14.3,13.8,14.05,1728.15,35.58718861,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-5,Heuchera caroliniana,,SC,,8.19,7.96,8.075,993.225,61.91950464,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-6,Heuchera caroliniana,,SC,,12.8,12.7,12.75,1568.25,39.21568627,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-7,Heuchera caroliniana,,SC,,12,11.8,11.9,1463.7,42.01680672,,,,,,,,,,,,,34.993338,34.993338,,,,
A50-8,Heuchera caroliniana,,SC,,13.3,13.1,13.2,1623.6,37.87878788,,,,,,,,,,,,,34.993338,34.993338,,,,
H100:3,Heuchera pubescens,,VA,,61.4,59.5,60.45,7435.35,8.271298594,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:4,Heuchera pubescens,,VA,,30.3,29.2,29.75,3659.25,16.80672269,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:5,Heuchera pubescens,,VA,,31.6,31.3,31.45,3868.35,15.89825119,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:6,Heuchera pubescens,,VA,,15.4,14.6,15,1845,33.33333333,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:7,Heuchera pubescens,,VA,,72.4,70.2,71.3,8769.9,7.012622721,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:8,Heuchera pubescens,,VA,,47.7,46.8,47.25,5811.75,10.58201058,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:9,Heuchera pubescens,,VA,,27.5,27.1,27.3,3357.9,18.31501832,,,,,,,,,,,,,36.8113889,-80.349722,,,,
H100:10,Heuchera pubescens,,VA,,32.3,32,32.15,3954.45,15.55209953,,,,,,,,,,,,,36.8113889,-80.349722,,,,
rf758,Penthorum sedoides,,,,10.6,10.4,10.5,1291.5,47.61904762,,,,,,MISSA035023,Folk,305,,,,,,,MISSA,,,
rf759,Hamamelis virginiana,,,,0.242,0.227,0.2345,28.8435,Use whole sample,,,,,,MISSA015373,Demaree,68805,,,,,,,MISSA,,,
rf760,Proserpinaca pectinata,,,,0.067,0.062,0.0645,7.9335,Use whole sample,,,,,,MISSA031906,Schuster,A-3874,,,,,,,MISSA,,,
A51-1,Heuchera longiflora var. longiflora,,,,6.77,6.88,6.825,839.475,73.26007326,,,,,,,,,,,,,37.826965,-83.630257,,,,
A52-1,Tiarella cordifolia,,,,19.1,19.2,19.15,2355.45,26.10966057,,,,,,,,,,,,,37.830483,-83.601925,,,,
A53-1,Heuchera americana var. calycosa,,AL,,28.2,28.3,28.25,3474.75,17.69911504,,,,,,,,,,,,,33.693964,-85.55944,,,,
A53-2,Heuchera americana var. calycosa,,AL,,11.2,11.4,11.3,1389.9,44.24778761,,,,,,,,,,,,,33.693964,-85.55944,,,,
